symbol,cap_tier,cap_source,adv_cr,dlv_adv_cr,dlv_cover
MAXVIL,BROAD,not_in_nse_index,0.0,0.0,0.0
MAYURUNIQ,BROAD,not_in_nse_index,8.9,4.54,1.0
MAZDA,BROAD,not_in_nse_index,0.8,0.0,0.0
MBAPL,BROAD,not_in_nse_index,16.3,8.63,1.0
MBECL,BROAD,not_in_nse_index,0.1,0.0,0.0
MBEL,BROAD,not_in_nse_index,5.6,2.36,1.0
MBLINFRA,BROAD,not_in_nse_index,0.1,0.04,0.73
MCCHRLS-B,BROAD,not_in_nse_index,0.1,0.07,1.0
MCDHOLDING,BROAD,not_in_nse_index,0.0,0.0,0.0
MCDOWELL-N,BROAD,not_in_nse_index,0.0,0.0,0.0
MCL,BROAD,not_in_nse_index,0.4,0.2,1.0
MCLEODRUSS,BROAD,not_in_nse_index,1.2,0.6,0.73
MCLOUD,BROAD,not_in_nse_index,8.4,3.15,1.0
MEDIASSIST,BROAD,not_in_nse_index,7.8,4.91,1.0
MEDICAMEQ,BROAD,not_in_nse_index,1.7,0.82,0.87
MEDICAPQ,BROAD,not_in_nse_index,0.1,0.03,0.51
MEDICO,BROAD,not_in_nse_index,2.1,0.98,1.0
MEDPLUS,BROAD,not_in_nse_index,11.7,7.26,1.0
MEGA-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
MEGASOFT,BROAD,not_in_nse_index,0.0,0.0,0.0
MEGASTAR,BROAD,not_in_nse_index,0.2,0.11,1.0
MEGH,BROAD,not_in_nse_index,0.0,0.0,0.0
MEIL,BROAD,not_in_nse_index,2.1,0.98,0.98
MELSTAR,BROAD,not_in_nse_index,0.0,0.0,0.0
MENNPIS,BROAD,not_in_nse_index,0.7,0.35,0.76
MENONBE,BROAD,not_in_nse_index,2.1,0.0,0.0
MEP,BROAD,not_in_nse_index,0.0,0.0,0.0
MERCANTILE,BROAD,not_in_nse_index,0.2,0.04,0.98
MERCATOR,BROAD,not_in_nse_index,0.0,0.0,0.0
MERCURYEV,BROAD,not_in_nse_index,2.1,1.48,0.98
METAL,BROAD,not_in_nse_index,3.1,1.95,1.0
METALFORGE,BROAD,not_in_nse_index,0.0,0.0,0.0
METALIETF,BROAD,not_in_nse_index,10.6,6.43,1.0
METKORE,BROAD,not_in_nse_index,0.0,0.0,0.0
METROBRAND,BROAD,not_in_nse_index,7.1,4.78,1.0
METROGLOBL,BROAD,not_in_nse_index,0.1,0.04,1.0
METROPOLIS,BROAD,not_in_nse_index,15.1,8.24,1.0
MFL,BROAD,not_in_nse_index,0.0,0.0,0.0
MFML,BROAD,not_in_nse_index,0.0,0.01,1.0
MGEL,BROAD,not_in_nse_index,1.5,1.24,0.31
MGEL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
MHLXMIRU,BROAD,not_in_nse_index,0.3,0.18,0.38
MHRIL,BROAD,not_in_nse_index,2.7,1.52,1.0
MIC,BROAD,not_in_nse_index,0.0,0.0,0.0
MICEL,BROAD,not_in_nse_index,0.6,0.0,0.0
MID150,BROAD,not_in_nse_index,0.2,0.16,1.0
MID150BEES,BROAD,not_in_nse_index,18.9,13.77,1.0
MID150CASE,BROAD,not_in_nse_index,1.4,0.94,1.0
MIDBANKADD,BROAD,not_in_nse_index,0.1,0.05,0.78
MIDCAP,BROAD,not_in_nse_index,0.7,0.41,1.0
MIDCAPADD,BROAD,not_in_nse_index,0.2,0.19,1.0
MIDCAPBETA,BROAD,not_in_nse_index,0.1,0.06,1.0
MIDCAPETF,BROAD,not_in_nse_index,6.3,4.79,1.0
MIDCAPIETF,BROAD,not_in_nse_index,2.4,1.56,1.0
MIDHANI,BROAD,not_in_nse_index,97.9,20.32,1.0
MIDQ50ADD,BROAD,not_in_nse_index,0.1,0.08,1.0
MIDSELIETF,BROAD,not_in_nse_index,0.5,0.33,1.0
MIDSMALL,BROAD,not_in_nse_index,1.5,1.09,1.0
MIDWESTLTD,BROAD,not_in_nse_index,2.5,1.32,1.0
MIIL,BROAD,not_in_nse_index,3.8,1.55,0.64
MILKYMIST,BROAD,not_in_nse_index,320.0,84.4,0.6
MINALIND,BROAD,not_in_nse_index,0.0,0.01,0.16
MINDAIND,BROAD,not_in_nse_index,0.0,0.0,0.0
MINDTECK,BROAD,not_in_nse_index,0.6,0.29,1.0
MINDTREE,BROAD,not_in_nse_index,0.0,0.0,0.0
MIRC-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
MIRCELECTR,BROAD,not_in_nse_index,0.0,0.0,0.0
MIRZAINT,BROAD,not_in_nse_index,0.5,0.23,1.0
MITCON,BROAD,not_in_nse_index,0.1,0.06,0.31
MITCON-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
MITTAL,BROAD,not_in_nse_index,0.1,0.08,1.0
MITTAL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
MITTAL-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
MKEXIM,BROAD,not_in_nse_index,0.1,0.06,0.64
MKPL,BROAD,not_in_nse_index,0.0,0.03,1.0
MLKFOOD,BROAD,not_in_nse_index,0.0,0.03,0.64
MMFL,BROAD,not_in_nse_index,10.2,5.08,1.0
MMP,BROAD,not_in_nse_index,4.7,2.28,1.0
MMWL,BROAD,not_in_nse_index,0.1,0.04,0.73
MNC,BROAD,not_in_nse_index,0.3,0.19,1.0
MOALPHA50,BROAD,not_in_nse_index,0.1,0.05,1.0
MOBANK10,BROAD,not_in_nse_index,0.0,0.01,1.0
MOBIKWIK,BROAD,not_in_nse_index,45.3,10.78,1.0
MOCAPITAL,BROAD,not_in_nse_index,6.6,4.79,1.0
MODEFENCE,BROAD,not_in_nse_index,15.8,9.22,1.0
MODINATUR,BROAD,not_in_nse_index,0.3,0.07,0.42
MODIRUBBER,BROAD,not_in_nse_index,0.1,0.04,1.0
MODIS,BROAD,not_in_nse_index,2.4,1.1,1.0
MODISNME,BROAD,not_in_nse_index,0.0,0.0,0.0
MODISONLTD,BROAD,not_in_nse_index,7.6,1.99,0.2
MODTHREAD,BROAD,not_in_nse_index,0.1,0.05,1.0
MOENERGY,BROAD,not_in_nse_index,0.6,0.54,1.0
MOGOLD,BROAD,not_in_nse_index,0.7,0.45,1.0
MOGSEC,BROAD,not_in_nse_index,0.5,0.5,1.0
MOHEALTH,BROAD,not_in_nse_index,0.3,0.19,1.0
MOHITE,BROAD,not_in_nse_index,0.0,0.01,0.64
MOHITIND,BROAD,not_in_nse_index,0.1,0.05,1.0
MOHOTAIND,BROAD,not_in_nse_index,0.0,0.0,0.0
MOIL,BROAD,not_in_nse_index,43.2,10.65,1.0
MOINFRA,BROAD,not_in_nse_index,0.0,0.03,1.0
MOIPO,BROAD,not_in_nse_index,0.0,0.03,1.0
MOKSH,BROAD,not_in_nse_index,0.1,0.09,1.0
MOKSH-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
MOL,BROAD,not_in_nse_index,12.9,4.59,1.0
MOLBIO,BROAD,not_in_nse_index,339.7,47.37,0.64
MOLDTECH,BROAD,not_in_nse_index,3.9,0.97,0.27
MOLDTKPAC,BROAD,not_in_nse_index,6.5,2.55,1.0
MOLOWVOL,BROAD,not_in_nse_index,0.6,0.58,1.0
MOM100,BROAD,not_in_nse_index,2.1,1.36,1.0
MOM30IETF,BROAD,not_in_nse_index,2.0,1.38,1.0
MOM50,BROAD,not_in_nse_index,0.4,0.36,1.0
MOMENTUM,BROAD,not_in_nse_index,0.3,0.18,1.0
MOMENTUM30,BROAD,not_in_nse_index,0.4,0.3,1.0
MOMENTUM50,BROAD,not_in_nse_index,3.2,2.16,1.0
MOMETAL,BROAD,not_in_nse_index,0.0,0.01,0.8
MOMGF,BROAD,not_in_nse_index,0.0,0.02,1.0
MOMIDMTM,BROAD,not_in_nse_index,0.6,0.47,1.0
MOMMIDCAP,BROAD,not_in_nse_index,2.1,1.85,1.0
MOMNC,BROAD,not_in_nse_index,0.0,0.02,1.0
MOMOMENTUM,BROAD,not_in_nse_index,0.4,0.3,1.0
MOMSBELIEF,BROAD,not_in_nse_index,1.9,0.11,0.07
MON100,BROAD,not_in_nse_index,18.8,13.35,1.0
MON50EQUAL,BROAD,not_in_nse_index,0.1,0.05,1.0
MONARCH,BROAD,not_in_nse_index,9.9,3.4,1.0
MONEXT50,BROAD,not_in_nse_index,0.3,0.26,1.0
MONEYBOXX,BROAD,not_in_nse_index,0.4,0.2,1.0
MONIFTY100,BROAD,not_in_nse_index,0.1,0.1,1.0
MONIFTY500,BROAD,not_in_nse_index,1.4,1.11,1.0
MONQ50,BROAD,not_in_nse_index,16.6,5.14,1.0
MONTECARLO,BROAD,not_in_nse_index,4.0,2.25,1.0
MOOILGAS,BROAD,not_in_nse_index,0.0,0.01,0.8
MOPSE,BROAD,not_in_nse_index,0.0,0.03,1.0
MOQUALITY,BROAD,not_in_nse_index,0.5,0.48,1.0
MORARJEE,BROAD,not_in_nse_index,0.0,0.0,0.0
MOREALTY,BROAD,not_in_nse_index,7.2,4.64,1.0
MOREPENLAB,BROAD,not_in_nse_index,234.2,58.02,1.0
MOSCHIP,BROAD,not_in_nse_index,43.9,13.45,1.0
MOSERVICE,BROAD,not_in_nse_index,0.0,0.02,1.0
MOSILVER,BROAD,not_in_nse_index,1.3,0.51,1.0
MOSMALL250,BROAD,not_in_nse_index,3.4,2.33,1.0
MOTHERSUMI,BROAD,not_in_nse_index,0.0,0.0,0.0
MOTISONS,BROAD,not_in_nse_index,106.0,17.7,1.0
MOTOGENFIN,BROAD,not_in_nse_index,0.1,0.05,0.31
MOTOUR,BROAD,not_in_nse_index,0.2,0.22,1.0
MOVALUE,BROAD,not_in_nse_index,0.7,0.52,1.0
MPDL,BROAD,not_in_nse_index,0.0,0.0,0.16
MPIMANIPAL,BROAD,not_in_nse_index,18.0,5.71,0.16
MPSLTD,BROAD,not_in_nse_index,11.1,4.34,1.0
MRO-TEK,BROAD,not_in_nse_index,0.0,0.0,0.0
MSCI360,BROAD,not_in_nse_index,0.0,0.01,1.0
MSCIADD,BROAD,not_in_nse_index,0.0,0.01,1.0
MSCIINDIA,BROAD,not_in_nse_index,0.2,0.15,1.0
MSL,BROAD,not_in_nse_index,0.0,0.0,0.62
MSPL,BROAD,not_in_nse_index,2.9,1.71,1.0
MSTCLTD,BROAD,not_in_nse_index,23.6,10.82,1.0
MTARTECH,BROAD,not_in_nse_index,93.1,0.0,0.0
MTEDUCARE,BROAD,not_in_nse_index,0.0,0.0,0.0
MTNL,BROAD,not_in_nse_index,2.1,0.76,1.0
MUFIN,BROAD,not_in_nse_index,13.0,4.25,1.0
MUFTI,BROAD,not_in_nse_index,0.8,0.44,1.0
MUKANDENGG,BROAD,not_in_nse_index,0.0,0.0,0.0
MUKANDLTD,BROAD,not_in_nse_index,3.3,1.32,1.0
MUKESHB,BROAD,not_in_nse_index,0.1,0.14,0.53
MUKKA,BROAD,not_in_nse_index,3.0,1.25,0.84
MUKTAARTS,BROAD,not_in_nse_index,0.0,0.0,0.0
MULTICAP,BROAD,not_in_nse_index,0.4,0.35,1.0
MUNJALAU,BROAD,not_in_nse_index,25.3,3.44,1.0
MUNJALSHOW,BROAD,not_in_nse_index,0.9,0.43,1.0
MURUDCERA,BROAD,not_in_nse_index,0.1,0.04,1.0
MUTHOOTCAP,BROAD,not_in_nse_index,0.4,0.25,1.0
MUTHOOTMF,BROAD,not_in_nse_index,10.4,4.57,1.0
MVELECTRO,BROAD,not_in_nse_index,334.9,34.49,0.8
MVGJL,BROAD,not_in_nse_index,8.3,2.6,1.0
MWL,BROAD,not_in_nse_index,6.8,1.37,1.0
MYSORPETRO,BROAD,not_in_nse_index,0.4,0.09,0.11
N100,BROAD,not_in_nse_index,0.0,0.0,0.0
NACL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
NACLIND,BROAD,not_in_nse_index,9.6,4.02,1.0
NAGAFERT,BROAD,not_in_nse_index,0.0,0.0,0.0
NAGREE-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
NAGREEKCAP,BROAD,not_in_nse_index,0.0,0.03,0.98
NAGREEKEXP,BROAD,not_in_nse_index,0.2,0.08,1.0
NAHARCAP,BROAD,not_in_nse_index,0.1,0.11,1.0
NAHARINDUS,BROAD,not_in_nse_index,0.7,0.43,1.0
NAHARPOLY,BROAD,not_in_nse_index,0.5,0.29,1.0
NAHARSPING,BROAD,not_in_nse_index,1.4,0.88,0.87
NANDANI-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
NARMA-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
NARMADA,BROAD,not_in_nse_index,2.7,0.68,1.0
NATCAPSUQ,BROAD,not_in_nse_index,0.6,0.3,0.64
NATHBIOGEN,BROAD,not_in_nse_index,0.3,0.28,1.0
NATIONSTD,BROAD,not_in_nse_index,0.6,0.37,1.0
NATNLSTEEL,BROAD,not_in_nse_index,0.0,0.0,0.0
NAVINIFTY,BROAD,not_in_nse_index,0.0,0.0,0.0
NAVKARCORP,BROAD,not_in_nse_index,3.3,1.84,1.0
NAVKARURB,BROAD,not_in_nse_index,0.1,0.0,0.11
NAVNETEDUL,BROAD,not_in_nse_index,2.3,1.43,1.0
NAZARA,BROAD,not_in_nse_index,84.0,35.76,1.0
NBIFIN,BROAD,not_in_nse_index,0.4,0.4,1.0
NBVENTURES,BROAD,not_in_nse_index,0.0,0.0,0.0
NCLIND,BROAD,not_in_nse_index,0.9,0.62,1.0
NCPSESDL24,BROAD,not_in_nse_index,0.0,0.0,0.0
NDGL,BROAD,not_in_nse_index,0.1,0.06,1.0
NDL,BROAD,not_in_nse_index,0.5,0.29,1.0
NDLVENTURE,BROAD,not_in_nse_index,0.3,0.27,1.0
NDRAUTO,BROAD,not_in_nse_index,2.0,0.9,1.0
NDTV,BROAD,not_in_nse_index,0.6,0.31,1.0
NDTV-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
NEAGI,BROAD,not_in_nse_index,0.0,0.01,0.82
NECCLTD,BROAD,not_in_nse_index,0.2,0.0,0.0
NECLIFE,BROAD,not_in_nse_index,0.3,0.15,0.64
NECLTD-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
NELCAST,BROAD,not_in_nse_index,2.2,0.89,1.0
NELCO,BROAD,not_in_nse_index,46.6,13.53,1.0
NEOGEN,BROAD,not_in_nse_index,50.7,19.43,1.0
NEPHROPLUS,BROAD,not_in_nse_index,28.0,16.14,1.0
NESCO,BROAD,not_in_nse_index,5.1,2.54,1.0
NETF,BROAD,not_in_nse_index,0.1,0.05,1.0
NETFAUTO,BROAD,not_in_nse_index,0.0,0.0,0.0
NETFCONSUM,BROAD,not_in_nse_index,0.0,0.0,0.0
NETFDIVOPP,BROAD,not_in_nse_index,0.0,0.0,0.0
NETFGILT5Y,BROAD,not_in_nse_index,0.0,0.0,0.0
NETFIT,BROAD,not_in_nse_index,0.0,0.0,0.0
NETFLTGILT,BROAD,not_in_nse_index,0.0,0.0,0.0
NETFMID150,BROAD,not_in_nse_index,0.0,0.0,0.0
NETFNIF100,BROAD,not_in_nse_index,0.0,0.0,0.0
NETFNV20,BROAD,not_in_nse_index,0.0,0.0,0.0
NETFPHARMA,BROAD,not_in_nse_index,0.0,0.0,0.0
NETFSDL26,BROAD,not_in_nse_index,0.0,0.0,0.0
NETFSILVER,BROAD,not_in_nse_index,0.0,0.0,0.0
NETWORK18,BROAD,not_in_nse_index,13.9,5.82,1.0
NEUEON,BROAD,not_in_nse_index,0.0,0.0,0.0
NEXT30ADD,BROAD,not_in_nse_index,0.0,0.02,1.0
NEXT50,BROAD,not_in_nse_index,2.7,1.88,1.0
NEXT50ADD,BROAD,not_in_nse_index,0.1,0.04,1.0
NEXT50BETA,BROAD,not_in_nse_index,1.8,1.41,1.0
NEXT50ETF,BROAD,not_in_nse_index,0.2,0.15,1.0
NEXT50IETF,BROAD,not_in_nse_index,5.8,4.1,1.0
NEXTMEDIA,BROAD,not_in_nse_index,0.0,0.02,1.0
NFL,BROAD,not_in_nse_index,4.8,1.6,1.0
NGIL,BROAD,not_in_nse_index,0.2,0.06,0.53
NGIL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
NGIL-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
NGIL-RE2,BROAD,not_in_nse_index,0.0,0.0,0.0
NGLFINE,BROAD,not_in_nse_index,4.0,1.56,1.0
NIBE,BROAD,not_in_nse_index,9.3,4.29,1.0
NIBL,BROAD,not_in_nse_index,0.1,0.07,1.0
NICCOPAR,BROAD,not_in_nse_index,0.1,0.08,0.62
NIF100BEES,BROAD,not_in_nse_index,1.3,0.93,1.0
NIF100IETF,BROAD,not_in_nse_index,0.2,0.14,1.0
NIF10GETF,BROAD,not_in_nse_index,0.0,0.0,0.0
NIF500BETA,BROAD,not_in_nse_index,0.0,0.02,0.44
NIF5GETF,BROAD,not_in_nse_index,0.0,0.0,0.0
NIFITETF,BROAD,not_in_nse_index,0.0,0.0,0.0
NIFMID150,BROAD,not_in_nse_index,0.0,0.0,0.0
NIFTY1,BROAD,not_in_nse_index,5.5,4.46,1.0
NIFTY100EW,BROAD,not_in_nse_index,0.4,0.32,1.0
NIFTY50ADD,BROAD,not_in_nse_index,0.0,0.0,0.0
NIFTYADD,BROAD,not_in_nse_index,0.2,0.17,1.0
NIFTYAXIS,BROAD,not_in_nse_index,1.8,1.63,1.0
NIFTYBEES,BROAD,not_in_nse_index,147.7,96.18,1.0
NIFTYBETA,BROAD,not_in_nse_index,3.1,2.77,1.0
NIFTYBETF,BROAD,not_in_nse_index,1.9,1.36,1.0
NIFTYCASE,BROAD,not_in_nse_index,0.8,0.61,1.0
NIFTYEES,BROAD,not_in_nse_index,0.0,0.0,0.0
NIFTYETF,BROAD,not_in_nse_index,7.9,6.25,1.0
NIFTYIETF,BROAD,not_in_nse_index,16.3,11.36,1.0
NIFTYJBLK,BROAD,not_in_nse_index,0.1,0.08,0.58
NIFTYQLITY,BROAD,not_in_nse_index,0.1,0.09,1.0
NIITLTD,BROAD,not_in_nse_index,3.9,1.74,1.0
NIITMTS,BROAD,not_in_nse_index,3.9,2.01,1.0
NILAINFRA,BROAD,not_in_nse_index,0.1,0.1,1.0
NILASPACES,BROAD,not_in_nse_index,1.5,0.77,1.0
NILE,BROAD,not_in_nse_index,0.8,0.49,1.0
NILKAMAL,BROAD,not_in_nse_index,18.1,4.78,1.0
NIMBSPROJ,BROAD,not_in_nse_index,0.7,0.15,0.73
NINSYS,BROAD,not_in_nse_index,0.3,0.14,0.73
NIPPOBATRY,BROAD,not_in_nse_index,0.1,0.05,1.0
NIRAJ,BROAD,not_in_nse_index,0.1,0.06,0.64
NIRAJISPAT,BROAD,not_in_nse_index,0.0,0.0,0.51
NIRLON,BROAD,not_in_nse_index,0.5,0.28,1.0
NITCO,BROAD,not_in_nse_index,10.6,3.7,1.0
NITINFIRE,BROAD,not_in_nse_index,0.0,0.0,0.0
NITINSPIN,BROAD,not_in_nse_index,13.2,4.34,1.0
NITIRAJ,BROAD,not_in_nse_index,0.1,0.06,1.0
NITTAGELA,BROAD,not_in_nse_index,1.1,0.64,1.0
NKIND,BROAD,not_in_nse_index,0.1,0.02,0.96
NOCIL,BROAD,not_in_nse_index,28.1,9.05,1.0
NOIDATOLL,BROAD,not_in_nse_index,0.0,0.01,0.53
NORBTEAEXP,BROAD,not_in_nse_index,0.0,0.01,0.98
NORTHARC,BROAD,not_in_nse_index,50.9,20.85,1.0
NOVAAGRI,BROAD,not_in_nse_index,0.1,0.02,0.2
NOVARTIND,BROAD,not_in_nse_index,26.3,5.69,1.0
NPBET,BROAD,not_in_nse_index,0.1,0.05,1.0
NPST,BROAD,not_in_nse_index,22.9,5.25,1.0
NRAIL,BROAD,not_in_nse_index,1.9,0.85,1.0
NRBBEARING,BROAD,not_in_nse_index,36.2,11.29,1.0
NRL,BROAD,not_in_nse_index,1.1,0.0,0.0
NSIL,BROAD,not_in_nse_index,1.1,0.74,1.0
NTCIND,BROAD,not_in_nse_index,0.0,0.02,0.64
NTL,BROAD,not_in_nse_index,0.0,0.0,0.0
NUCLEUS,BROAD,not_in_nse_index,2.3,1.18,1.0
NURECA,BROAD,not_in_nse_index,0.5,0.17,0.27
NV20,BROAD,not_in_nse_index,0.1,0.1,1.0
NV20BEES,BROAD,not_in_nse_index,0.3,0.25,1.0
NV20IETF,BROAD,not_in_nse_index,0.6,0.36,1.0
NXTDIG-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
NXTDIGITAL,BROAD,not_in_nse_index,0.0,0.0,0.0
OAL,BROAD,not_in_nse_index,4.0,1.37,1.0
OBCL,BROAD,not_in_nse_index,0.1,0.07,1.0
OCCL,BROAD,not_in_nse_index,0.0,0.0,0.0
OCCLLTD,BROAD,not_in_nse_index,1.5,0.0,0.0
ODIGMA,BROAD,not_in_nse_index,0.0,0.02,0.73
ODYCORP,BROAD,not_in_nse_index,0.0,0.02,0.64
OILCOUNTUB,BROAD,not_in_nse_index,0.2,0.0,0.0
OILIETF,BROAD,not_in_nse_index,2.3,1.75,1.0
OISL,BROAD,not_in_nse_index,0.0,0.0,0.0
OMAXAUTO,BROAD,not_in_nse_index,1.7,0.7,0.76
OMAXE,BROAD,not_in_nse_index,51.9,6.29,1.0
OMFREIGHT,BROAD,not_in_nse_index,0.1,0.0,0.0
OMINFRAL,BROAD,not_in_nse_index,0.9,0.3,1.0
OMKARCHEM,BROAD,not_in_nse_index,0.0,0.0,0.0
OMMETALS,BROAD,not_in_nse_index,0.0,0.0,0.0
OMNI,BROAD,not_in_nse_index,92.5,20.37,1.0
OMPOWER,BROAD,not_in_nse_index,1.7,0.91,1.0
ONECAP-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
ONEGLOBAL,BROAD,not_in_nse_index,0.6,0.42,0.64
ONELIFECAP,BROAD,not_in_nse_index,0.2,0.0,0.0
ONEPOINT,BROAD,not_in_nse_index,12.6,4.86,1.0
ONIDA,BROAD,not_in_nse_index,1.6,0.84,0.73
ONIXSOLAR,BROAD,not_in_nse_index,7.8,4.51,0.64
ONMOBILE,BROAD,not_in_nse_index,0.4,0.0,0.0
ONWARDTEC,BROAD,not_in_nse_index,1.4,0.65,1.0
OPTIEMUS,BROAD,not_in_nse_index,50.7,13.71,1.0
OPTIFIN,BROAD,not_in_nse_index,0.2,0.09,0.64
OPTOCIRCUI,BROAD,not_in_nse_index,0.0,0.0,0.0
ORBTEXP,BROAD,not_in_nse_index,0.3,0.0,0.0
ORCHASP,BROAD,not_in_nse_index,0.1,0.05,1.0
ORCHPHARMA,BROAD,not_in_nse_index,10.2,4.35,1.0
ORICONENT,BROAD,not_in_nse_index,0.4,0.33,1.0
ORIENT-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
ORIENTABRA,BROAD,not_in_nse_index,0.0,0.0,0.0
ORIENTALTL,BROAD,not_in_nse_index,0.0,0.03,1.0
ORIENTBELL,BROAD,not_in_nse_index,1.4,0.82,1.0
ORIENTCEM,BROAD,not_in_nse_index,4.6,2.5,1.0
ORIENTCER,BROAD,not_in_nse_index,0.4,0.24,1.0
ORIENTELEC,BROAD,not_in_nse_index,7.1,3.41,1.0
ORIENTHOT,BROAD,not_in_nse_index,28.1,6.35,1.0
ORIENTLTD,BROAD,not_in_nse_index,0.2,0.05,0.09
ORIENTPPR,BROAD,not_in_nse_index,0.5,0.33,1.0
ORIENTREF,BROAD,not_in_nse_index,0.0,0.0,0.0
ORIENTTECH,BROAD,not_in_nse_index,13.9,2.17,1.0
ORIRAIL,BROAD,not_in_nse_index,1.8,0.71,0.64
ORISSAMINE,BROAD,not_in_nse_index,15.2,3.38,1.0
ORKLAINDIA,BROAD,not_in_nse_index,6.1,3.65,1.0
ORTEL,BROAD,not_in_nse_index,0.0,0.0,0.0
ORTINGLOBE,BROAD,not_in_nse_index,0.0,0.01,0.73
ORTINLAB,BROAD,not_in_nse_index,0.0,0.0,0.0
ORTINLABSS,BROAD,not_in_nse_index,0.0,0.0,0.0
OSIAHYPER,BROAD,not_in_nse_index,0.1,0.0,0.0
OSWALAGRO,BROAD,not_in_nse_index,0.2,0.13,0.98
OSWALGREEN,BROAD,not_in_nse_index,0.4,0.17,1.0
OSWALPUMPS,BROAD,not_in_nse_index,18.2,8.63,1.0
OSWALSEEDS,BROAD,not_in_nse_index,0.4,0.21,1.0
PACEDIGITK,BROAD,not_in_nse_index,25.2,7.25,1.0
PACIFICI,BROAD,not_in_nse_index,0.0,0.01,0.64
PAEL,BROAD,not_in_nse_index,0.0,0.0,0.0
PAISALO,BROAD,not_in_nse_index,104.4,42.84,1.0
PAKKA,BROAD,not_in_nse_index,1.6,0.69,1.0
PALASHSECU,BROAD,not_in_nse_index,0.0,0.01,1.0
PALREDTEC,BROAD,not_in_nse_index,0.0,0.0,0.31
PANACEABIO,BROAD,not_in_nse_index,5.4,2.66,1.0
PANACHE,BROAD,not_in_nse_index,0.5,0.0,0.0
PANAMAPET,BROAD,not_in_nse_index,34.7,8.43,1.0
PANCHMAHQ,BROAD,not_in_nse_index,0.0,0.0,0.47
PANORAMA,BROAD,not_in_nse_index,1.4,0.68,0.64
PANSARI,BROAD,not_in_nse_index,0.1,0.04,1.0
PAR,BROAD,not_in_nse_index,1.3,0.27,0.67
PARABDRUGS,BROAD,not_in_nse_index,0.0,0.0,0.0
PARACABLES,BROAD,not_in_nse_index,11.9,5.69,1.0
PARAGMILK,BROAD,not_in_nse_index,36.5,14.41,1.0
PARAS,BROAD,not_in_nse_index,175.1,47.61,1.0
PARASPETRO,BROAD,not_in_nse_index,0.1,0.04,1.0
PARIN,BROAD,not_in_nse_index,0.2,0.03,0.02
PARKHOSPS,BROAD,not_in_nse_index,16.7,8.66,1.0
PARKHOTELS,BROAD,not_in_nse_index,1.6,0.95,1.0
PARNAXLAB,BROAD,not_in_nse_index,0.0,0.04,0.64
PARSVNATH,BROAD,not_in_nse_index,0.2,0.0,0.0
PASHUPATI,BROAD,not_in_nse_index,0.9,0.53,1.0
PASUPTAC,BROAD,not_in_nse_index,1.0,0.35,0.2
PATEL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
PATELEG-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
PATELENG,BROAD,not_in_nse_index,8.9,4.49,1.0
PATELRMART,BROAD,not_in_nse_index,1.9,0.98,1.0
PATINT-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
PATINT-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
PATINT-RE2,BROAD,not_in_nse_index,0.0,0.0,0.0
PATINTLOG,BROAD,not_in_nse_index,0.1,0.02,0.11
PATSPINLTD,BROAD,not_in_nse_index,0.0,0.0,0.0
PAUSHAKLTD,BROAD,not_in_nse_index,6.7,1.91,1.0
PAVNAIND,BROAD,not_in_nse_index,0.2,0.12,1.0
PBAINFRA,BROAD,not_in_nse_index,0.0,0.0,0.0
PBMPOLY,BROAD,not_in_nse_index,0.0,0.0,0.47
PCJEWELLER,BROAD,not_in_nse_index,472.3,90.41,1.0
PDMJEPAPER,BROAD,not_in_nse_index,3.9,1.03,1.0
PDPL,BROAD,not_in_nse_index,0.0,0.0,0.0
PDSL,BROAD,not_in_nse_index,4.6,2.59,1.0
PDSMFL,BROAD,not_in_nse_index,0.0,0.0,0.0
PEARLPOLY,BROAD,not_in_nse_index,0.0,0.01,0.73
PEL,BROAD,not_in_nse_index,0.0,0.0,0.0
PENIND,BROAD,not_in_nse_index,8.1,3.92,1.0
PENINLAND,BROAD,not_in_nse_index,0.2,0.07,0.31
PERMAGN,BROAD,not_in_nse_index,0.3,0.19,0.64
PERNIASPOP,BROAD,not_in_nse_index,16.0,3.58,0.31
PFS,BROAD,not_in_nse_index,1.5,0.95,1.0
PGHH,BROAD,not_in_nse_index,14.9,8.34,1.0
