symbol,cap_tier,cap_source,adv_cr,dlv_adv_cr,dlv_cover
BUILDPRO,BROAD,not_in_nse_index,11.3,6.54,1.0
BURGERKING,BROAD,not_in_nse_index,0.0,0.0,0.0
BURNPUR,BROAD,not_in_nse_index,0.1,0.06,0.24
BUTTERFLY,BROAD,not_in_nse_index,1.7,0.91,1.0
BVCL,BROAD,not_in_nse_index,0.2,0.12,1.0
BYKE,BROAD,not_in_nse_index,0.1,0.01,0.11
CADILAHC,BROAD,not_in_nse_index,0.0,0.0,0.0
CALSOFT,BROAD,not_in_nse_index,0.9,0.31,0.29
CALSOFT-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
CAMLIN-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
CAMLINFINE,BROAD,not_in_nse_index,12.6,4.79,1.0
CAMPUS,BROAD,not_in_nse_index,12.7,5.53,1.0
CANDC,BROAD,not_in_nse_index,0.0,0.0,0.0
CANTABIL,BROAD,not_in_nse_index,5.0,2.66,1.0
CAPACITE,BROAD,not_in_nse_index,8.4,4.08,1.0
CAPILLARY,BROAD,not_in_nse_index,51.5,13.01,1.0
CAPITALSFB,BROAD,not_in_nse_index,0.7,0.47,1.0
CAPTRU-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
CAPTRU-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
CAPTRUST,BROAD,not_in_nse_index,0.1,0.04,0.22
CAREERP,BROAD,not_in_nse_index,0.0,0.0,0.0
CARERATING,BROAD,not_in_nse_index,9.7,5.99,1.0
CARRARO,BROAD,not_in_nse_index,7.9,4.92,1.0
CARYSIL,BROAD,not_in_nse_index,11.3,5.6,1.0
CASHIETF,BROAD,not_in_nse_index,40.4,32.94,1.0
CASTEXTECH,BROAD,not_in_nse_index,0.0,0.0,0.0
CCAVENUE,BROAD,not_in_nse_index,24.4,10.69,1.0
CCCL,BROAD,not_in_nse_index,0.3,0.2,1.0
CCHHL,BROAD,not_in_nse_index,0.0,0.02,1.0
CEBBCO,BROAD,not_in_nse_index,0.0,0.0,0.0
CEIGALL,BROAD,not_in_nse_index,17.3,7.43,1.0
CEINSYS,BROAD,not_in_nse_index,5.3,2.45,1.0
CELEBRITY,BROAD,not_in_nse_index,0.0,0.01,1.0
CELLO,BROAD,not_in_nse_index,44.7,7.9,1.0
CEMNTGROWW,BROAD,not_in_nse_index,0.2,0.14,0.96
CENTENKA,BROAD,not_in_nse_index,26.2,3.68,1.0
CENTEXT,BROAD,not_in_nse_index,1.0,0.5,1.0
CENTEXT-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
CENTRUM,BROAD,not_in_nse_index,0.8,0.47,1.0
CENTUM,BROAD,not_in_nse_index,34.1,11.56,1.0
CENTURYPLY,BROAD,not_in_nse_index,6.4,3.21,1.0
CENTURYTEX,BROAD,not_in_nse_index,0.0,0.0,0.0
CERA,BROAD,not_in_nse_index,5.6,2.77,1.0
CEREBRAINT,BROAD,not_in_nse_index,0.0,0.0,0.0
CESCVENT,BROAD,not_in_nse_index,0.0,0.0,0.0
CEWATER,BROAD,not_in_nse_index,3.7,1.76,1.0
CFEL,BROAD,not_in_nse_index,0.2,0.11,0.49
CGCL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
CGVAK,BROAD,not_in_nse_index,0.0,0.02,0.64
CHEMBOND,BROAD,not_in_nse_index,0.4,0.15,0.64
CHEMBONDCH,BROAD,not_in_nse_index,0.3,0.0,0.0
CHEMCON,BROAD,not_in_nse_index,0.7,0.0,0.0
CHEMCRUX,BROAD,not_in_nse_index,0.0,0.02,0.64
CHEMFAB,BROAD,not_in_nse_index,0.2,0.08,0.64
CHEMICAL,BROAD,not_in_nse_index,1.3,0.96,1.0
CHEMPLASTS,BROAD,not_in_nse_index,17.2,3.75,1.0
CHEVIOT,BROAD,not_in_nse_index,0.6,0.23,1.0
CHOICEGOLD,BROAD,not_in_nse_index,0.1,0.08,1.0
CHROMATIC,BROAD,not_in_nse_index,0.0,0.0,0.0
CIFL,BROAD,not_in_nse_index,0.3,0.23,1.0
CIGNITITEC,BROAD,not_in_nse_index,0.0,0.0,0.0
CINELINE,BROAD,not_in_nse_index,0.4,0.21,1.0
CINEVISTA,BROAD,not_in_nse_index,0.0,0.01,1.0
CKFSL,BROAD,not_in_nse_index,0.0,0.0,0.0
CLCIND,BROAD,not_in_nse_index,0.0,0.0,0.0
CLEANMAX,BROAD,not_in_nse_index,36.8,14.19,1.0
CLEDUCATE,BROAD,not_in_nse_index,0.1,0.02,0.31
CLNINDIA,BROAD,not_in_nse_index,0.0,0.0,0.0
CLSEL,BROAD,not_in_nse_index,4.7,1.44,1.0
CMICABLES,BROAD,not_in_nse_index,0.0,0.0,0.0
CMLL,BROAD,not_in_nse_index,125.9,24.9,1.0
CMPDI,BROAD,not_in_nse_index,39.1,17.43,1.0
CMRGREEN,BROAD,not_in_nse_index,15.2,7.45,1.0
CMSINFO,BROAD,not_in_nse_index,23.2,12.96,1.0
CNL,BROAD,not_in_nse_index,24.5,3.27,1.0
CNOVAPETRO,BROAD,not_in_nse_index,0.0,0.0,0.0
COAST-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
COASTCORP,BROAD,not_in_nse_index,0.6,0.34,1.0
COCKERILL,BROAD,not_in_nse_index,9.3,3.72,1.0
COFFEEDAY,BROAD,not_in_nse_index,1.8,0.49,0.31
COMFINTE,BROAD,not_in_nse_index,0.2,0.12,1.0
COMMOIETF,BROAD,not_in_nse_index,0.7,0.51,1.0
COMP-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
COMPEAU,BROAD,not_in_nse_index,0.0,0.03,0.64
COMPINFO,BROAD,not_in_nse_index,0.0,0.0,0.0
COMPUSOFT,BROAD,not_in_nse_index,0.0,0.03,1.0
COMSYN,BROAD,not_in_nse_index,25.0,7.93,1.0
CONFIPET,BROAD,not_in_nse_index,32.6,13.8,1.0
CONS,BROAD,not_in_nse_index,0.1,0.07,1.0
CONSOFINVT,BROAD,not_in_nse_index,0.3,0.0,0.0
CONSUMAXIS,BROAD,not_in_nse_index,0.0,0.02,1.0
CONSUMBEES,BROAD,not_in_nse_index,1.2,0.82,1.0
CONSUMER,BROAD,not_in_nse_index,0.5,0.4,1.0
CONSUMIETF,BROAD,not_in_nse_index,0.4,0.31,1.0
CONTROLPR,BROAD,not_in_nse_index,1.6,0.99,1.0
CORALFINAC,BROAD,not_in_nse_index,0.3,0.14,1.0
CORDELIA,BROAD,not_in_nse_index,31.2,14.91,1.0
CORDSCABLE,BROAD,not_in_nse_index,7.7,2.31,0.4
CORONA,BROAD,not_in_nse_index,10.2,4.4,1.0
COSMOFILMS,BROAD,not_in_nse_index,0.0,0.0,0.0
COSMOFIRST,BROAD,not_in_nse_index,9.7,4.48,1.0
COUNCODOS,BROAD,not_in_nse_index,0.0,0.01,0.27
COX&KINGS,BROAD,not_in_nse_index,0.0,0.0,0.0
CPCAP,BROAD,not_in_nse_index,0.6,0.3,0.76
CPEDU,BROAD,not_in_nse_index,0.3,0.17,1.0
CPL,BROAD,not_in_nse_index,0.6,0.11,1.0
CPSEETF,BROAD,not_in_nse_index,8.6,5.9,1.0
CRAMC,BROAD,not_in_nse_index,9.2,4.96,1.0
CRAVATEX,BROAD,not_in_nse_index,0.0,0.02,0.64
CREATIVE,BROAD,not_in_nse_index,0.0,0.0,0.0
CREATIVEYE,BROAD,not_in_nse_index,0.0,0.01,1.0
CREST,BROAD,not_in_nse_index,0.2,0.11,1.0
CRESTO,BROAD,not_in_nse_index,0.1,0.04,0.24
CRIZAC,BROAD,not_in_nse_index,6.4,2.71,1.0
CROWN,BROAD,not_in_nse_index,0.3,0.19,1.0
CRSL,BROAD,not_in_nse_index,0.2,0.07,0.16
CSBBANK,BROAD,not_in_nse_index,21.7,8.37,1.0
CSLFINANCE,BROAD,not_in_nse_index,1.0,0.69,1.0
CSM,BROAD,not_in_nse_index,7.8,2.24,1.0
CTE,BROAD,not_in_nse_index,0.1,0.06,0.51
CUBEXTUB,BROAD,not_in_nse_index,2.0,1.06,1.0
CUPID,BROAD,not_in_nse_index,680.2,192.82,1.0
CURAA,BROAD,not_in_nse_index,0.0,0.0,0.87
CURATECH,BROAD,not_in_nse_index,0.0,0.0,0.0
CYBER-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
CYBERMEDIA,BROAD,not_in_nse_index,0.2,0.08,0.38
CYBERTECH,BROAD,not_in_nse_index,0.2,0.0,0.0
CYIENTDLM,BROAD,not_in_nse_index,53.2,22.43,1.0
DAAWAT,BROAD,not_in_nse_index,0.0,0.0,0.0
DAICHI,BROAD,not_in_nse_index,0.1,0.09,0.42
DALALSTCOM,BROAD,not_in_nse_index,0.0,0.0,0.0
DALMIASUG,BROAD,not_in_nse_index,32.3,6.87,1.0
DAMCAPITAL,BROAD,not_in_nse_index,3.8,1.81,1.0
DAMODARIND,BROAD,not_in_nse_index,0.0,0.0,0.0
DANGEE,BROAD,not_in_nse_index,0.1,0.06,1.0
DATAMATICS,BROAD,not_in_nse_index,10.0,3.45,1.0
DAVAN-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
DAVANGERE,BROAD,not_in_nse_index,4.5,2.49,1.0
DBCORP,BROAD,not_in_nse_index,1.6,0.96,1.0
DBEIL,BROAD,not_in_nse_index,0.2,0.08,0.31
DBL,BROAD,not_in_nse_index,37.1,5.63,1.0
DBOL,BROAD,not_in_nse_index,3.5,1.73,1.0
DBREALTY,BROAD,not_in_nse_index,10.4,5.98,0.73
DBSTOCKBRO,BROAD,not_in_nse_index,0.1,0.0,0.0
DCAL,BROAD,not_in_nse_index,5.6,2.65,1.0
DCBBANK,BROAD,not_in_nse_index,49.8,22.52,1.0
DCI,BROAD,not_in_nse_index,9.7,2.77,1.0
DCM,BROAD,not_in_nse_index,0.1,0.02,0.2
DCMFINSERV,BROAD,not_in_nse_index,0.0,0.01,0.98
DCMNVL,BROAD,not_in_nse_index,0.4,0.23,0.73
DCMSIL,BROAD,not_in_nse_index,0.7,0.35,0.64
DCMSRIND,BROAD,not_in_nse_index,1.4,0.72,1.0
DCW,BROAD,not_in_nse_index,7.3,3.0,1.0
DCXINDIA,BROAD,not_in_nse_index,7.5,3.28,1.0
DDEVPLSTIK,BROAD,not_in_nse_index,4.1,2.17,1.0
DECCANCE,BROAD,not_in_nse_index,1.7,0.96,1.0
DECNGOLD,BROAD,not_in_nse_index,48.7,16.99,1.0
DEEDEV,BROAD,not_in_nse_index,13.9,6.49,0.73
DEEP,BROAD,not_in_nse_index,0.1,0.05,0.53
DEEPA,BROAD,not_in_nse_index,52.1,13.8,0.29
DEEPENR,BROAD,not_in_nse_index,0.0,0.0,0.0
DEEPINDS,BROAD,not_in_nse_index,48.4,17.14,1.0
DEFENCE,BROAD,not_in_nse_index,2.0,1.29,1.0
DELPH-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
DELPHIFX,BROAD,not_in_nse_index,0.1,0.0,0.0
DELTACORP,BROAD,not_in_nse_index,18.1,5.24,1.0
DELTAMAGNT,BROAD,not_in_nse_index,0.1,0.03,1.0
DEN,BROAD,not_in_nse_index,0.8,0.47,1.0
DENORA,BROAD,not_in_nse_index,0.4,0.25,1.0
DENTA,BROAD,not_in_nse_index,6.3,2.41,1.0
DEVIT,BROAD,not_in_nse_index,0.1,0.08,1.0
DEVX,BROAD,not_in_nse_index,0.4,0.33,1.0
DFMFOODS,BROAD,not_in_nse_index,0.0,0.0,0.0
DGCONTENT,BROAD,not_in_nse_index,0.1,0.05,1.0
DHABRIYA,BROAD,not_in_nse_index,0.6,0.18,0.11
DHAMPURSUG,BROAD,not_in_nse_index,19.4,6.09,1.0
DHAN-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
DHANBANK,BROAD,not_in_nse_index,3.3,1.27,1.0
DHANI,BROAD,not_in_nse_index,0.0,0.0,0.0
DHANUKA,BROAD,not_in_nse_index,3.2,1.52,1.0
DHANVARSHA,BROAD,not_in_nse_index,0.0,0.0,0.0
DHARAMSI,BROAD,not_in_nse_index,0.0,0.0,0.0
DHARAN,BROAD,not_in_nse_index,0.2,0.0,0.0
DHARMAJ,BROAD,not_in_nse_index,1.8,1.34,1.0
DHARSUGAR,BROAD,not_in_nse_index,0.0,0.0,0.0
DHATRE,BROAD,not_in_nse_index,0.0,0.01,0.64
DHFL,BROAD,not_in_nse_index,0.0,0.0,0.0
DHOOTTRANS,BROAD,not_in_nse_index,500.0,126.74,0.64
DHRUV,BROAD,not_in_nse_index,0.0,0.01,0.76
DHUNINV,BROAD,not_in_nse_index,0.4,0.13,1.0
DIACABS,BROAD,not_in_nse_index,78.5,19.41,0.16
DIAMINESQ,BROAD,not_in_nse_index,0.3,0.12,1.0
DIAMONDYD,BROAD,not_in_nse_index,4.7,3.13,1.0
DIAPOWER,BROAD,not_in_nse_index,0.0,0.0,0.0
DICIND,BROAD,not_in_nse_index,0.8,0.38,1.0
DIFFNKG,BROAD,not_in_nse_index,20.0,4.65,1.0
DIGIDRIVE,BROAD,not_in_nse_index,0.0,0.03,1.0
DIGISPICE,BROAD,not_in_nse_index,0.2,0.08,0.73
DIGITIDE,BROAD,not_in_nse_index,2.9,1.21,1.0
DIGJAMLMTD,BROAD,not_in_nse_index,0.4,0.2,0.82
DIGJAMLTD,BROAD,not_in_nse_index,0.0,0.0,0.0
DIL,BROAD,not_in_nse_index,0.0,0.0,0.0
DIL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
DISAQ,BROAD,not_in_nse_index,0.5,0.18,1.0
DISHTV,BROAD,not_in_nse_index,0.3,0.21,0.73
DIVGIITTS,BROAD,not_in_nse_index,23.8,8.51,1.0
DIVIDEND,BROAD,not_in_nse_index,0.0,0.02,1.0
DIVOPPBEES,BROAD,not_in_nse_index,0.4,0.24,1.0
DJML,BROAD,not_in_nse_index,3.2,0.76,1.0
DLINKINDIA,BROAD,not_in_nse_index,6.1,1.97,1.0
DMCC,BROAD,not_in_nse_index,3.4,1.33,1.0
DNAMEDIA,BROAD,not_in_nse_index,0.0,0.01,1.0
DODLA,BROAD,not_in_nse_index,3.3,1.82,1.0
DOLAT,BROAD,not_in_nse_index,0.0,0.0,0.0
DOLATALGO,BROAD,not_in_nse_index,1.1,0.63,1.0
DOLLAR,BROAD,not_in_nse_index,3.5,1.96,1.0
DOLLEX,BROAD,not_in_nse_index,0.0,0.03,0.22
DOLPHIN,BROAD,not_in_nse_index,6.0,2.83,1.0
DONEAR,BROAD,not_in_nse_index,0.2,0.12,1.0
DPABHUSHAN,BROAD,not_in_nse_index,4.6,2.06,1.0
DPSCLTD,BROAD,not_in_nse_index,0.1,0.0,0.0
DPWIRES,BROAD,not_in_nse_index,0.1,0.0,0.0
DQE,BROAD,not_in_nse_index,0.0,0.0,0.0
DRAGARWQ,BROAD,not_in_nse_index,0.9,0.58,1.0
DRCSYSTEMS,BROAD,not_in_nse_index,0.1,0.05,1.0
DREAMFOLKS,BROAD,not_in_nse_index,0.4,0.2,1.0
DREDGECORP,BROAD,not_in_nse_index,16.6,6.25,1.0
DSFCL,BROAD,not_in_nse_index,0.1,0.03,0.11
DSKULKARNI,BROAD,not_in_nse_index,0.0,0.0,0.0
DSPBANKETF,BROAD,not_in_nse_index,0.0,0.0,0.0
DSPGOLDETF,BROAD,not_in_nse_index,0.0,0.0,0.0
DSPITETF,BROAD,not_in_nse_index,0.0,0.0,0.0
DSPN50ETF,BROAD,not_in_nse_index,0.0,0.0,0.0
DSPNEWETF,BROAD,not_in_nse_index,0.0,0.0,0.0
DSPPSBKETF,BROAD,not_in_nse_index,0.0,0.0,0.0
DSPPVBKETF,BROAD,not_in_nse_index,0.0,0.0,0.0
DSPQ50ETF,BROAD,not_in_nse_index,0.0,0.0,0.0
DSPSENXETF,BROAD,not_in_nse_index,0.0,0.0,0.0
DSPSILVETF,BROAD,not_in_nse_index,0.0,0.0,0.0
DSSL,BROAD,not_in_nse_index,3.3,1.92,1.0
DTIL,BROAD,not_in_nse_index,0.4,0.14,0.64
DUCON,BROAD,not_in_nse_index,0.4,0.28,1.0
DUCON-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
DUCON-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
DVL,BROAD,not_in_nse_index,0.9,0.44,1.0
DWARKESH,BROAD,not_in_nse_index,22.1,4.84,1.0
DYCL,BROAD,not_in_nse_index,42.9,11.31,1.0
DYNAMATECH,BROAD,not_in_nse_index,23.1,9.35,1.0
DYNPRO,BROAD,not_in_nse_index,0.4,0.3,1.0
DYNPRO-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
E2E,BROAD,not_in_nse_index,76.6,17.15,0.27
EASEMYTRIP,BROAD,not_in_nse_index,10.9,4.19,1.0
EASTSILK,BROAD,not_in_nse_index,0.0,0.0,0.0
EASTWEST,BROAD,not_in_nse_index,0.0,0.01,0.64
EASUNREYRL,BROAD,not_in_nse_index,0.0,0.0,0.0
EBANK,BROAD,not_in_nse_index,0.0,0.0,0.0
EBANK10,BROAD,not_in_nse_index,0.1,0.11,0.82
EBANKNIFTY,BROAD,not_in_nse_index,0.0,0.01,1.0
EBBETF0423,BROAD,not_in_nse_index,0.0,0.0,0.0
EBBETF0425,BROAD,not_in_nse_index,0.0,0.0,0.0
EBBETF0430,BROAD,not_in_nse_index,2.4,2.01,1.0
EBBETF0431,BROAD,not_in_nse_index,0.9,0.78,1.0
EBBETF0433,BROAD,not_in_nse_index,0.7,0.63,1.0
EBGNG,BROAD,not_in_nse_index,48.6,19.47,1.0
EBIX,BROAD,not_in_nse_index,0.1,0.04,0.29
EBIXFOREX,BROAD,not_in_nse_index,0.0,0.0,0.0
ECAPINSURE,BROAD,not_in_nse_index,0.1,0.11,1.0
ECORECO,BROAD,not_in_nse_index,0.3,0.18,0.64
ECOSMOBLTY,BROAD,not_in_nse_index,0.8,0.21,0.42
EDELWEISS,BROAD,not_in_nse_index,92.2,39.19,1.0
EDUCOMP,BROAD,not_in_nse_index,0.0,0.0,0.0
EFCIL,BROAD,not_in_nse_index,6.3,3.78,1.0
EFCIL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
EGOLD,BROAD,not_in_nse_index,2.9,2.53,1.0
EIEL,BROAD,not_in_nse_index,25.1,7.86,1.0
EIFFL,BROAD,not_in_nse_index,0.2,0.0,0.0
EIHAHOTELS,BROAD,not_in_nse_index,0.6,0.33,1.0
EIMCOELECO,BROAD,not_in_nse_index,7.8,3.84,1.0
EKC,BROAD,not_in_nse_index,8.2,1.27,1.0
EKI,BROAD,not_in_nse_index,0.4,0.16,0.64
ELANTAS,BROAD,not_in_nse_index,6.5,2.08,1.0
ELCIDIN,BROAD,not_in_nse_index,0.1,0.09,1.0
ELDEHSG,BROAD,not_in_nse_index,0.4,0.14,1.0
ELECTCAST,BROAD,not_in_nse_index,14.2,6.69,1.0
ELECTHERM,BROAD,not_in_nse_index,2.3,1.65,1.0
ELGIRUBCO,BROAD,not_in_nse_index,0.4,0.21,1.0
ELIN,BROAD,not_in_nse_index,2.1,1.04,1.0
ELIQUID,BROAD,not_in_nse_index,3.5,2.93,1.0
ELITECON,BROAD,not_in_nse_index,6.1,3.51,1.0
ELLEN,BROAD,not_in_nse_index,30.2,12.32,1.0
ELM250,BROAD,not_in_nse_index,0.3,0.25,1.0
ELMDIV,BROAD,not_in_nse_index,0.3,0.33,0.82
ELPROINTL,BROAD,not_in_nse_index,0.8,0.71,1.0
EMAMIPAP,BROAD,not_in_nse_index,0.5,0.04,0.02
EMAMIREAL,BROAD,not_in_nse_index,0.1,0.06,0.73
EMBDL,BROAD,not_in_nse_index,16.9,8.27,1.0
EMCO,BROAD,not_in_nse_index,0.0,0.0,0.0
EMETAL,BROAD,not_in_nse_index,0.0,0.01,0.96
EMIL,BROAD,not_in_nse_index,146.0,31.7,1.0
EMKAY,BROAD,not_in_nse_index,0.9,0.5,1.0
EMMBI,BROAD,not_in_nse_index,0.1,0.0,0.0
EMPIND,BROAD,not_in_nse_index,0.4,0.25,0.64
EMPOWER,BROAD,not_in_nse_index,2.1,1.11,0.64
EMSLIMITED,BROAD,not_in_nse_index,19.9,3.71,1.0
EMUDHRA,BROAD,not_in_nse_index,70.2,9.37,1.0
EMULTIMQ,BROAD,not_in_nse_index,0.2,0.12,1.0
ENERGY,BROAD,not_in_nse_index,1.5,1.11,1.0
ENERGYAXIS,BROAD,not_in_nse_index,0.0,0.01,0.38
ENERGYDEV,BROAD,not_in_nse_index,0.0,0.03,1.0
ENEXT50,BROAD,not_in_nse_index,0.0,0.01,1.0
ENIFTY,BROAD,not_in_nse_index,0.0,0.02,1.0
ENIL,BROAD,not_in_nse_index,0.3,0.24,1.0
ENKEIWHEL,BROAD,not_in_nse_index,0.1,0.07,0.64
ENTERO,BROAD,not_in_nse_index,52.7,21.29,1.0
EPACK,BROAD,not_in_nse_index,7.8,3.55,1.0
EPACKPEB,BROAD,not_in_nse_index,29.1,7.68,1.0
EPIGRAL,BROAD,not_in_nse_index,9.0,3.83,1.0
EPL,BROAD,not_in_nse_index,135.5,76.79,1.0
EQ30,BROAD,not_in_nse_index,0.0,0.0,0.0
EQUAL200,BROAD,not_in_nse_index,0.0,0.04,1.0
EQUAL50,BROAD,not_in_nse_index,0.2,0.16,1.0
EQUAL50ADD,BROAD,not_in_nse_index,0.8,0.61,1.0
EQUIPPP,BROAD,not_in_nse_index,0.1,0.0,0.0
EQUITAS,BROAD,not_in_nse_index,0.0,0.0,0.0
EQUITASBNK,BROAD,not_in_nse_index,17.5,8.77,1.0
EROSMEDIA,BROAD,not_in_nse_index,0.0,0.0,0.0
ESABINDIA,BROAD,not_in_nse_index,3.9,1.92,1.0
ESAFSFB,BROAD,not_in_nse_index,10.9,1.93,0.27
ESDS,BROAD,not_in_nse_index,208.8,64.8,0.33
ESENSEX,BROAD,not_in_nse_index,0.0,0.01,1.0
ESG,BROAD,not_in_nse_index,0.1,0.08,1.0
ESILVER,BROAD,not_in_nse_index,3.7,3.04,1.0
ESSARSHPNG,BROAD,not_in_nse_index,0.4,0.29,1.0
ESSEN-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
ESSEN-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
ESSEN-RE2,BROAD,not_in_nse_index,0.0,0.0,0.0
ESSEN-RE3,BROAD,not_in_nse_index,0.0,0.0,0.0
ESSENTIA,BROAD,not_in_nse_index,0.5,0.22,0.73
ESTER,BROAD,not_in_nse_index,1.7,0.7,1.0
ETHOS-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
ETHOSLTD,BROAD,not_in_nse_index,28.5,7.5,1.0
EUREKAFORB,BROAD,not_in_nse_index,7.4,3.99,1.0
EUROBOND,BROAD,not_in_nse_index,0.1,0.08,1.0
EUROCERA,BROAD,not_in_nse_index,0.0,0.0,0.0
EUROMULTI,BROAD,not_in_nse_index,0.0,0.0,0.0
EUROPRATIK,BROAD,not_in_nse_index,5.4,1.63,1.0
EUROTEXIND,BROAD,not_in_nse_index,0.0,0.0,0.0
EVEREADY,BROAD,not_in_nse_index,4.2,2.16,1.0
EVERESTIND,BROAD,not_in_nse_index,0.5,0.0,0.0
EVIETF,BROAD,not_in_nse_index,0.7,0.48,1.0
EVINDIA,BROAD,not_in_nse_index,1.0,0.71,1.0
EXCEL,BROAD,not_in_nse_index,0.0,0.0,0.0
EXCELINDUS,BROAD,not_in_nse_index,3.9,0.81,1.0
EXCELSOFT,BROAD,not_in_nse_index,10.1,2.81,1.0
EXICOM,BROAD,not_in_nse_index,25.5,8.83,1.0
EXICOM-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
EXPLEOSOL,BROAD,not_in_nse_index,20.5,2.74,1.0
EXXARO,BROAD,not_in_nse_index,0.5,0.28,1.0
FABTECH,BROAD,not_in_nse_index,1.3,0.62,1.0
FAIRCHEMOR,BROAD,not_in_nse_index,1.2,0.0,0.0
FAZE3Q,BROAD,not_in_nse_index,1.5,0.9,1.0
FCL,BROAD,not_in_nse_index,99.0,30.53,1.0
FCONSUMER,BROAD,not_in_nse_index,0.0,0.0,0.0
FCSSOFT,BROAD,not_in_nse_index,0.3,0.17,0.98
FDC,BROAD,not_in_nse_index,8.0,3.73,1.0
FEDDERSHOL,BROAD,not_in_nse_index,25.5,3.61,1.0
FEDFINA,BROAD,not_in_nse_index,13.6,7.03,1.0
FEL,BROAD,not_in_nse_index,0.0,0.0,0.0
FELDVR,BROAD,not_in_nse_index,0.0,0.0,0.0
FERMENTA,BROAD,not_in_nse_index,8.0,3.25,1.0
FIBERWEB,BROAD,not_in_nse_index,0.1,0.05,1.0
FIEMIND,BROAD,not_in_nse_index,22.5,10.87,1.0
FILATEX,BROAD,not_in_nse_index,48.6,15.43,1.0
FILATFASH,BROAD,not_in_nse_index,0.4,0.22,0.73
FINEORG,BROAD,not_in_nse_index,15.7,9.18,1.0
FINIETF,BROAD,not_in_nse_index,1.0,0.68,1.0
FINKURVE,BROAD,not_in_nse_index,1.3,0.61,1.0
FINOPB,BROAD,not_in_nse_index,5.3,1.54,1.0
FINPIPE,BROAD,not_in_nse_index,7.4,3.67,1.0
FISCHER,BROAD,not_in_nse_index,5.2,2.41,1.0
FLAIR,BROAD,not_in_nse_index,3.0,1.86,1.0
FLEXIADD,BROAD,not_in_nse_index,0.1,0.08,1.0
FLEXITUFF,BROAD,not_in_nse_index,0.0,0.0,0.0
FLFL,BROAD,not_in_nse_index,0.0,0.0,0.0
FMCGADD,BROAD,not_in_nse_index,0.1,0.05,1.0
FMCGIETF,BROAD,not_in_nse_index,7.8,5.52,1.0
FMGOETZE,BROAD,not_in_nse_index,100.5,14.99,1.0
FMNL,BROAD,not_in_nse_index,0.0,0.03,0.53
FOCUS,BROAD,not_in_nse_index,0.3,0.0,0.0
FOODSIN,BROAD,not_in_nse_index,0.5,0.4,1.0
FOSECOIND,BROAD,not_in_nse_index,15.5,4.16,1.0
FRACTAL,BROAD,not_in_nse_index,27.6,14.45,1.0
FREDUN,BROAD,not_in_nse_index,4.4,2.19,0.64
FRETAIL,BROAD,not_in_nse_index,0.0,0.0,0.0
FRONTSP,BROAD,not_in_nse_index,9.8,2.35,1.0
FSC,BROAD,not_in_nse_index,0.0,0.0,0.0
FUSI-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
FUSION,BROAD,not_in_nse_index,13.9,7.09,1.0
G5,BROAD,not_in_nse_index,0.0,0.0,0.0
GACMDVR-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
GAEL,BROAD,not_in_nse_index,27.2,11.22,1.0
GAJA,BROAD,not_in_nse_index,46.4,13.53,0.49
GAL,BROAD,not_in_nse_index,0.0,0.0,0.0
GAL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
GALAPREC,BROAD,not_in_nse_index,4.9,2.18,1.0
GALAXYSURF,BROAD,not_in_nse_index,14.2,5.13,1.0
GALLISPAT,BROAD,not_in_nse_index,0.0,0.0,0.0
GAMMNINFRA,BROAD,not_in_nse_index,0.0,0.0,0.0
GANDHAR,BROAD,not_in_nse_index,73.8,17.8,1.0
GANDHITUBE,BROAD,not_in_nse_index,1.6,0.78,1.0
GANECOS,BROAD,not_in_nse_index,11.9,5.23,1.0
GANESHBE,BROAD,not_in_nse_index,6.0,0.7,0.11
GANESHCP,BROAD,not_in_nse_index,3.3,1.66,1.0
GANESHHOU,BROAD,not_in_nse_index,3.1,1.54,1.0
GANESHHOUC,BROAD,not_in_nse_index,0.0,0.0,0.0
GANGAFO-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
GANGAFORGE,BROAD,not_in_nse_index,1.4,0.68,0.73
GANGESSECU,BROAD,not_in_nse_index,0.0,0.02,1.0
GANGOTRI,BROAD,not_in_nse_index,0.0,0.0,0.0
